,complaint_id,date_received,district_occurrence,general_cap_classification,summary,date_of_complaint,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,num_complaint_rows,complaint_key,sustained_investigative_finding,guilty_disciplinary_finding,training_counseling_or_guilty_disciplinary_finding,complainant_sex,complainant_race,complainant_age
3166,16-0586,2016-11-22,1800, HARASSMENT,"According to the complainant, on 10-19-16, they were harassed by officers assigned to the 12th District.",2016-10-19,66221391.0,white,male,1200 12TH DISTRICT,Physical Abuse,1,"16-0586,66221391.0,Physical Abuse",False,False,False,male,black,34.0
3167,16-0586,2016-11-22,1800, HARASSMENT,"According to the complainant, on 10-19-16, they were harassed by officers assigned to the 12th District.",2016-10-19,66221391.0,white,male,1200 12TH DISTRICT,Departmental Violation,2,"16-0586,66221391.0,Departmental Violation",True,False,True,male,black,34.0
3169,16-0586,2016-11-22,1800, HARASSMENT,"According to the complainant, on 10-19-16, they were harassed by officers assigned to the 12th District.",2016-10-19,68604909.0,white,male,1200 12TH DISTRICT,Verbal Abuse,1,"16-0586,68604909.0,Verbal Abuse",False,False,False,male,black,34.0
3171,16-0586,2016-11-22,1800, HARASSMENT,"According to the complainant, on 10-19-16, they were harassed by officers assigned to the 12th District.",2016-10-19,68604909.0,white,male,1200 12TH DISTRICT,Physical Abuse,1,"16-0586,68604909.0,Physical Abuse",False,False,False,male,black,34.0
3172,16-0587,2016-11-22,3500, LACK OF SERVICE,"According to the complainant, on 10-31-16 at 3:40pm, they did not receive proper service from officers assigned to the 35th District.",2016-10-31,57990056.0,white,male,3500 35TH DISTRICT,Lack of Service,1,"16-0587,57990056.0,Lack of Service",False,False,False,female,black,40.0
3173,16-0587,2016-11-22,3500, LACK OF SERVICE,"According to the complainant, on 10-31-16 at 3:40pm, they did not receive proper service from officers assigned to the 35th District.",2016-10-31,39795152.0,white,male,3500 35TH DISTRICT,Lack of Service,1,"16-0587,39795152.0,Lack of Service",False,False,False,female,black,40.0
3174,16-0588,2016-11-22,1600, PHYSICAL ABUSE,"According to the complainant, on 10-26-16 at 8:00am, they were verbally and physically abused by officers assigned to the 16th District.",2016-10-26,87783777.0,white,male,7401 NARC FIELD UNIT,Verbal Abuse,1,"16-0588,87783777.0,Verbal Abuse",False,False,False,female,black,32.0
3175,16-0588,2016-11-22,1600, PHYSICAL ABUSE,"According to the complainant, on 10-26-16 at 8:00am, they were verbally and physically abused by officers assigned to the 16th District.",2016-10-26,87783777.0,white,male,7401 NARC FIELD UNIT,Physical Abuse,1,"16-0588,87783777.0,Physical Abuse",False,False,False,female,black,32.0
3176,16-0589,2016-11-25,700, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-18-16 at 11:32am, their residence was improperly entered by officers and a sergeant assigned to the 7th District.",2016-11-18,57672311.0,black,female,0700 07TH DISTRICT,Departmental Violation,1,"16-0589,57672311.0,Departmental Violation",False,False,False,female,latino,39.0
3178,16-0589,2016-11-25,700, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-18-16 at 11:32am, their residence was improperly entered by officers and a sergeant assigned to the 7th District.",2016-11-18,12100335.0,white,female,0700 07TH DISTRICT,Departmental Violation,1,"16-0589,12100335.0,Departmental Violation",False,False,False,female,latino,39.0
3179,16-0589,2016-11-25,700, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-18-16 at 11:32am, their residence was improperly entered by officers and a sergeant assigned to the 7th District.",2016-11-18,80931741.0,latino,male,0700 07TH DISTRICT,Departmental Violation,1,"16-0589,80931741.0,Departmental Violation",False,False,False,female,latino,39.0
3182,16-0590,2016-11-28,1900, CRIMINAL ALLEGATION,"According to the complainant, on 11-17-16 at 11:15pm, officers assigned to Highway Patrol placed narcotics in their vehicle during a vehicle investigation. This incident occurred in the confines of the 19th District.",2016-11-17,81426813.0,white,male,5300 HIGHWAY PATROL,Departmental Violation,1,"16-0590,81426813.0,Departmental Violation",False,False,False,male,black,30.0
3183,16-0590,2016-11-28,1900, CRIMINAL ALLEGATION,"According to the complainant, on 11-17-16 at 11:15pm, officers assigned to Highway Patrol placed narcotics in their vehicle during a vehicle investigation. This incident occurred in the confines of the 19th District.",2016-11-17,28491937.0,white,male,5300 HIGHWAY PATROL,Departmental Violation,1,"16-0590,28491937.0,Departmental Violation",False,False,False,male,black,30.0
3184,16-0590,2016-11-28,1900, CRIMINAL ALLEGATION,"According to the complainant, on 11-17-16 at 11:15pm, officers assigned to Highway Patrol placed narcotics in their vehicle during a vehicle investigation. This incident occurred in the confines of the 19th District.",2016-11-17,81426813.0,white,male,5300 HIGHWAY PATROL,Drugs,1,"16-0590,81426813.0,Drugs",False,False,False,male,black,30.0
3185,16-0591,2016-11-29,500, UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-19-16 at 1:50pm, they were treated unprofessionally by an officer assigned to the 5th District.",2016-11-19,99437181.0,white,male,0500 05TH DISTRICT,Unprofessional Conduct,1,"16-0591,99437181.0,Unprofessional Conduct",False,False,False,female,white,26.0
3186,16-0591,2016-11-29,500, UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-19-16 at 1:50pm, they were treated unprofessionally by an officer assigned to the 5th District.",2016-11-19,72595521.0,black,male,0500 05TH DISTRICT,Unprofessional Conduct,1,"16-0591,72595521.0,Unprofessional Conduct",False,False,False,female,white,26.0
3188,16-0593,2016-11-29,1500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-25-16 at 12:10pm a detective, assigned to Northeast Detective Division, improperly confiscated their cell phone and has not provided them with proper service.",2016-07-25,15505067.0,black,male,6400 NORTHEAST DET,Departmental Violation,2,"16-0593,15505067.0,Departmental Violation",True,False,True,female,latino,46.0
3191,16-0594,2016-11-29,1500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-17-16 at 1:45pm, they did not receive proper service from officers assigned to the 15th District.",2016-11-17,26314756.0,latino,male,1500 15TH DISTRICT,Departmental Violation,1,"16-0594,26314756.0,Departmental Violation",False,False,False,male,black,54.0
3192,16-0595,2016-11-30,600, LACK OF SERVICE,"According to the complainant, on 11-22-16 at 8:00am, they did not receive proper service and were threatened by officers assigned to the 6th District.",2016-11-22,16861535.0,latino,male,4500 CENTER CITY DISTRIC,Lack of Service,1,"16-0595,16861535.0,Lack of Service",False,False,False,male,,56.0
3193,16-0595,2016-11-30,600, LACK OF SERVICE,"According to the complainant, on 11-22-16 at 8:00am, they did not receive proper service and were threatened by officers assigned to the 6th District.",2016-11-22,31389924.0,white,male,0600 06TH DISTRICT,Lack of Service,1,"16-0595,31389924.0,Lack of Service",False,False,False,male,,56.0
3194,16-0596,2016-11-30,, HARASSMENT,"According to the complainant, since August 2006, they have been harassed by an officer assigned to the Safety Office.",,68576928.0,black,male,9821 SAFETY OFFICE,Harassment,1,"16-0596,68576928.0,Harassment",False,False,False,male,black,50.0
3195,16-0597,2016-11-29,1600, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-13-16 at 3:00am, they are missing property after their arrest by an officer assigned to the 16th District.",2016-11-13,76539270.0,black,male,1600 16TH DISTRICT,Departmental Violation,1,"16-0597,76539270.0,Departmental Violation",False,False,False,male,black,40.0
3196,16-0597,2016-11-29,1600, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-13-16 at 3:00am, they are missing property after their arrest by an officer assigned to the 16th District.",2016-11-13,35702230.0,latino,male,1600 16TH DISTRICT,Departmental Violation,2,"16-0597,35702230.0,Departmental Violation",True,False,True,male,black,40.0
3198,16-0598,2016-11-30,1400, SEXUAL CRIME/MISCONDUCT,"According to the complainant, on 11-22-16 at 7:07pm they were touched inappropriately by officers assigned to the 14th District.",2016-11-22,47524892.0,white,male,1400 14TH DISTRICT,Departmental Violation,1,"16-0598,47524892.0,Departmental Violation",True,False,True,male,black,32.0
3199,16-0598,2016-11-30,1400, SEXUAL CRIME/MISCONDUCT,"According to the complainant, on 11-22-16 at 7:07pm they were touched inappropriately by officers assigned to the 14th District.",2016-11-22,40251428.0,white,male,1400 14TH DISTRICT,Departmental Violation,1,"16-0598,40251428.0,Departmental Violation",True,False,True,male,black,32.0
3200,16-0598,2016-11-30,1400, SEXUAL CRIME/MISCONDUCT,"According to the complainant, on 11-22-16 at 7:07pm they were touched inappropriately by officers assigned to the 14th District.",2016-11-22,40251428.0,white,male,1400 14TH DISTRICT,Sexual Crime/Misconduct,1,"16-0598,40251428.0,Sexual Crime/Misconduct",False,False,False,male,black,32.0
3201,16-0599,2016-12-01,800, UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-25-16 at 1:45am, they were treated unprofessionally by an officer assigned to the 8th District.",2016-11-25,30096971.0,asian,female,0800 08TH DISTRICT,Unprofessional Conduct,1,"16-0599,30096971.0,Unprofessional Conduct",False,False,False,male,white,29.0
3202,16-0600,2016-12-01,900, LACK OF SERVICE,"According to the complainant, on 11-23-16 at 11:21am, they did not receive proper service from a supervisor assigned to the 9th District.",2016-11-23,99318391.0,white,male,0900 09TH DISTRICT,Lack of Service,1,"16-0600,99318391.0,Lack of Service",False,False,False,female,white,59.0
3203,16-0601,2016-12-01,3500, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 11-14-16 at 1:30pm, they did not receive proper service from officers assigned to the 35th District.",2016-11-14,61918699.0,white,female,3500 35TH DISTRICT,Civil Rights Complaint,1,"16-0601,61918699.0,Civil Rights Complaint",False,False,False,male,asian,44.0
3204,16-0601,2016-12-01,3500, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 11-14-16 at 1:30pm, they did not receive proper service from officers assigned to the 35th District.",2016-11-14,31156465.0,latino,female,3500 35TH DISTRICT,Civil Rights Complaint,1,"16-0601,31156465.0,Civil Rights Complaint",False,False,False,male,asian,44.0
3205,16-0602,2016-12-01,200, UNPROFESSIONAL CONDUCT,"According to the complainant, on 10-31-16 at 6:55pm, they were treated unprofessionally by an officer assigned to the 2nd District.",2016-10-31,26531221.0,white,male,0200 02ND DISTRICT,Unprofessional Conduct,1,"16-0602,26531221.0,Unprofessional Conduct",False,False,False,male,black,54.0
3206,16-0603,2016-12-05,200, HARASSMENT,"According to the complainant, they are being harassed by a detective assigned to Northeast Detective Division.",,56961633.0,white,male,6400 NORTHEAST DET,Harassment,1,"16-0603,56961633.0,Harassment",False,False,False,female,black,36.0
3207,16-0604,2016-12-01,600, UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-22-16 at 10:15pm, officers and a supervisor assigned to the 6th District conducted themselves unprofessionally during a vehicle investigation.",2016-11-22,26171762.0,white,male,0600 06TH DISTRICT,Unprofessional Conduct,1,"16-0604,26171762.0,Unprofessional Conduct",False,False,False,male,white,55.0
3208,16-0604,2016-12-01,600, UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-22-16 at 10:15pm, officers and a supervisor assigned to the 6th District conducted themselves unprofessionally during a vehicle investigation.",2016-11-22,78972055.0,white,male,0600 06TH DISTRICT,Unprofessional Conduct,1,"16-0604,78972055.0,Unprofessional Conduct",False,False,False,male,white,55.0
3209,16-0604,2016-12-01,600, UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-22-16 at 10:15pm, officers and a supervisor assigned to the 6th District conducted themselves unprofessionally during a vehicle investigation.",2016-11-22,22632448.0,latino,male,0600 06TH DISTRICT,Unprofessional Conduct,1,"16-0604,22632448.0,Unprofessional Conduct",False,False,False,male,white,55.0
3210,16-0605,2016-12-01,1400, VERBAL ABUSE,"According to the complainant, on 11-26-16 at 9:15 pm, they were treated unprofessionally by an officer assigned to the 14th District.",2016-11-26,35134546.0,white,male,1400 14TH DISTRICT,Verbal Abuse,1,"16-0605,35134546.0,Verbal Abuse",False,False,False,male,black,36.0
3211,16-0606,2016-12-08,1800, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 11-27-16 at 11:45am, they were physically abused by an officer assigned to the 18th District.",2016-11-27,22284833.0,black,male,1800 18TH DISTRICT,No C.A.P. Investigation,1,"16-0606,22284833.0,No C.A.P. Investigation",False,False,False,female,black,46.0
3212,16-0607,2016-12-08,900, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 11-23-16 at 11:30pm, they were falsely arrested and property was not returned to them by a supervisor assigned to Major Crimes Squad.",2016-11-23,37632905.0,black,male,6002 MAJOR CRIMES UNIT,No C.A.P. Investigation,1,"16-0607,37632905.0,No C.A.P. Investigation",False,False,False,male,black,23.0
3212,16-0607,2016-12-08,900, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 11-23-16 at 11:30pm, they were falsely arrested and property was not returned to them by a supervisor assigned to Major Crimes Squad.",2016-11-23,37632905.0,black,male,6002 MAJOR CRIMES UNIT,No C.A.P. Investigation,1,"16-0607,37632905.0,No C.A.P. Investigation",False,False,False,male,black,52.0
3213,16-0608,2016-12-05,1500, LACK OF SERVICE,"According to the complainant, on 11-21-16 at 11:12am, they did not receive proper service from a supervisor and officers assigned to the 15th District.",2016-11-21,57735483.0,white,male,0200 02ND DISTRICT,Departmental Violation,1,"16-0608,57735483.0,Departmental Violation",True,False,True,female,black,50.0
3214,16-0608,2016-12-05,1500, LACK OF SERVICE,"According to the complainant, on 11-21-16 at 11:12am, they did not receive proper service from a supervisor and officers assigned to the 15th District.",2016-11-21,17992097.0,white,male,1500 15TH DISTRICT,Lack of Service,1,"16-0608,17992097.0,Lack of Service",False,False,False,female,black,50.0
3215,16-0609,2016-12-05,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-27-16 at 12:29am, they did not receive proper service from officers assigned to the 35th District.",2016-11-27,19722959.0,black,male,3500 35TH DISTRICT,Departmental Violation,1,"16-0609,19722959.0,Departmental Violation",False,False,False,female,black,38.0
3216,16-0609,2016-12-05,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-27-16 at 12:29am, they did not receive proper service from officers assigned to the 35th District.",2016-11-27,84349176.0,white,male,3500 35TH DISTRICT,Lack of Service,1,"16-0609,84349176.0,Lack of Service",True,False,True,female,black,38.0
3217,16-0609,2016-12-05,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-27-16 at 12:29am, they did not receive proper service from officers assigned to the 35th District.",2016-11-27,24296361.0,black,male,3500 35TH DISTRICT,Departmental Violation,1,"16-0609,24296361.0,Departmental Violation",False,False,False,female,black,38.0
3218,16-0609,2016-12-05,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-27-16 at 12:29am, they did not receive proper service from officers assigned to the 35th District.",2016-11-27,83616868.0,black,female,3500 35TH DISTRICT,Lack of Service,1,"16-0609,83616868.0,Lack of Service",True,False,True,female,black,38.0
3219,16-0610,2016-12-05,900, UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-09-16 at 5:00pm, they were treated unprofessionally by officers assigned to the 9th District.",2016-11-09,98434335.0,white,male,0900 09TH DISTRICT,Unprofessional Conduct,1,"16-0610,98434335.0,Unprofessional Conduct",False,False,False,male,black,48.0
3220,16-0611,2016-12-31,200, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 11-30-16, they did not receive proper service from a supervisor assigned to Internal Affairs Division.",2016-11-30,66856881.0,white,male,9800 INTERNAL AFFAIRS,No C.A.P. Investigation,1,"16-0611,66856881.0,No C.A.P. Investigation",False,False,False,male,black,50.0
3221,16-0612,2016-12-16,2400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-1-16 at 5:40pm, personal property is missing after their arrest by officers assigned to 39th District.",2016-11-01,94588777.0,black,male,3900 39TH DISTRICT,Departmental Violation,1,"16-0612,94588777.0,Departmental Violation",False,False,False,male,black,38.0
3222,16-0612,2016-12-16,2400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-1-16 at 5:40pm, personal property is missing after their arrest by officers assigned to 39th District.",2016-11-01,66314775.0,white,male,3900 39TH DISTRICT,Departmental Violation,1,"16-0612,66314775.0,Departmental Violation",False,False,False,male,black,38.0
3223,16-0613,2016-12-06,200, LACK OF SERVICE,"According to the complainant, on 11-28-16, at 2:40 PM they did not receive proper service from an officer assigned to the 2nd District.",2016-11-28,97331239.0,black,male,0200 02ND DISTRICT,Lack of Service,1,"16-0613,97331239.0,Lack of Service",False,False,False,male,white,80.0
3224,16-0614,2016-12-09,1900, PHYSICAL ABUSE,"According to the complainant, on 12-2-16 at 8:30pm, they were physically and verbally abused by officers assigned to the 19th District.",2016-12-02,29664213.0,white,male,1900 19TH DISTRICT,Departmental Violation,1,"16-0614,29664213.0,Departmental Violation",False,False,False,male,black,36.0
3225,16-0614,2016-12-09,1900, PHYSICAL ABUSE,"According to the complainant, on 12-2-16 at 8:30pm, they were physically and verbally abused by officers assigned to the 19th District.",2016-12-02,77751714.0,white,male,1900 19TH DISTRICT,Verbal Abuse,1,"16-0614,77751714.0,Verbal Abuse",False,False,False,male,black,36.0
3226,16-0614,2016-12-09,1900, PHYSICAL ABUSE,"According to the complainant, on 12-2-16 at 8:30pm, they were physically and verbally abused by officers assigned to the 19th District.",2016-12-02,77751714.0,white,male,1900 19TH DISTRICT,Physical Abuse,1,"16-0614,77751714.0,Physical Abuse",False,False,False,male,black,36.0
3227,16-0615,2016-12-30,200, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 4-16-15 at 11:15am, they did not receive proper service from a supervisor assigned to Internal Affairs Division.",2015-04-16,27831041.0,white,male,9800 INTERNAL AFFAIRS,No C.A.P. Investigation,1,"16-0615,27831041.0,No C.A.P. Investigation",False,False,False,female,asian,45.0
3228,16-0615,2016-12-30,200, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 4-16-15 at 11:15am, they did not receive proper service from a supervisor assigned to Internal Affairs Division.",2015-04-16,65799791.0,black,male,1800 18TH DISTRICT,No C.A.P. Investigation,1,"16-0615,65799791.0,No C.A.P. Investigation",False,False,False,female,asian,45.0
3229,16-0616,2016-12-19,900, LACK OF SERVICE,"According to the complainant, on 11-19-16, they did not receive proper service from a supervisor and officers assigned to the 9th District.",2016-11-19,58135110.0,latino,male,1500 15TH DISTRICT,Lack of Service,1,"16-0616,58135110.0,Lack of Service",False,False,False,female,black,52.0
3230,16-0616,2016-12-19,900, LACK OF SERVICE,"According to the complainant, on 11-19-16, they did not receive proper service from a supervisor and officers assigned to the 9th District.",2016-11-19,90801584.0,black,male,0900 09TH DISTRICT,Lack of Service,1,"16-0616,90801584.0,Lack of Service",False,False,False,female,black,52.0
3231,16-0617,2016-12-19,800, LACK OF SERVICE,"According to the complainant, on 7-13-16 at 3:00pm, they did not receive proper service from officers assigned to the 8th District.",2016-07-13,52768289.0,asian,female,0800 08TH DISTRICT,Lack of Service,1,"16-0617,52768289.0,Lack of Service",False,False,False,female,latino,53.0
3232,16-0617,2016-12-19,800, LACK OF SERVICE,"According to the complainant, on 7-13-16 at 3:00pm, they did not receive proper service from officers assigned to the 8th District.",2016-07-13,46448060.0,white,male,0800 08TH DISTRICT,Lack of Service,1,"16-0617,46448060.0,Lack of Service",False,False,False,female,latino,53.0
3233,16-0618,2016-12-19,2200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-26-16 at 8:20pm, they were improperly stopped, searched, and treated unprofessionally by officers assigned to Highway Patrol. This incident occurred in the confines of the 22nd District.",2016-11-26,69714700.0,black,male,5300 HIGHWAY PATROL,Departmental Violation,2,"16-0618,69714700.0,Departmental Violation",True,False,True,male,black,25.0
3234,16-0618,2016-12-19,2200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-26-16 at 8:20pm, they were improperly stopped, searched, and treated unprofessionally by officers assigned to Highway Patrol. This incident occurred in the confines of the 22nd District.",2016-11-26,25987741.0,black,male,5300 HIGHWAY PATROL,Departmental Violation,1,"16-0618,25987741.0,Departmental Violation",False,False,False,male,black,25.0
3236,16-0619,2016-12-19,600, PHYSICAL ABUSE,"According to the complainant, on 11-25-16, they were physically abused by an officer assigned to the 6th District.",2016-11-25,65283090.0,black,male,0600 06TH DISTRICT,Physical Abuse,1,"16-0619,65283090.0,Physical Abuse",False,False,False,male,white,29.0
3237,16-0620,2016-12-09,900, LACK OF SERVICE,"According to the complainant, on 12-2-16 at 11:00am, they were treated unprofessionally by an officer assigned to the 9th District.",2016-12-02,72571489.0,white,male,0900 09TH DISTRICT,Lack of Service,1,"16-0620,72571489.0,Lack of Service",False,False,False,male,white,46.0
3238,16-0621,2016-12-13,2400, LACK OF SERVICE,"According to the complainant, on 11-16-16 at 3:20pm, they did not receive proper service from officers assigned to the 24th District.",2016-11-16,14139673.0,white,male,2400 24TH DISTRICT,Lack of Service,1,"16-0621,14139673.0,Lack of Service",True,False,True,female,black,29.0
3239,16-0622,2016-12-12,600, PHYSICAL ABUSE,"According to the complainant, on 12-3-16 at 12:15pm, they witnessed officers assigned to the 6th District physically abuse a person in the lobby of the police district.",2016-12-03,16883165.0,white,male,0600 06TH DISTRICT,Physical Abuse,1,"16-0622,16883165.0,Physical Abuse",False,False,False,female,,44.0
3240,16-0622,2016-12-12,600, PHYSICAL ABUSE,"According to the complainant, on 12-3-16 at 12:15pm, they witnessed officers assigned to the 6th District physically abuse a person in the lobby of the police district.",2016-12-03,85681268.0,black,male,0600 06TH DISTRICT,Departmental Violation,1,"16-0622,85681268.0,Departmental Violation",False,False,False,female,,44.0
3241,16-0623,2016-12-12,1600, PHYSICAL ABUSE,"According to the complainant, on 12-7-16 at 10:49am, they were physically abused by officers assigned to the 16th District.",2016-12-07,73690721.0,black,male,1600 16TH DISTRICT,Physical Abuse,1,"16-0623,73690721.0,Physical Abuse",False,False,False,male,black,44.0
3242,16-0623,2016-12-12,1600, PHYSICAL ABUSE,"According to the complainant, on 12-7-16 at 10:49am, they were physically abused by officers assigned to the 16th District.",2016-12-07,43963605.0,white,female,1600 16TH DISTRICT,Physical Abuse,1,"16-0623,43963605.0,Physical Abuse",False,False,False,male,black,44.0
3243,16-0624,2016-12-19,800, LACK OF SERVICE,"According to the complainant, on 12-7-16 at 9:05am, they were harassed by an officer assigned to the 8th District.",2016-12-07,23830987.0,white,female,0800 08TH DISTRICT,Unprofessional Conduct,1,"16-0624,23830987.0,Unprofessional Conduct",False,False,False,male,white,52.0
3244,16-0624,2016-12-19,800, LACK OF SERVICE,"According to the complainant, on 12-7-16 at 9:05am, they were harassed by an officer assigned to the 8th District.",2016-12-07,23830987.0,white,female,0800 08TH DISTRICT,Harassment,1,"16-0624,23830987.0,Harassment",False,False,False,male,white,52.0
3245,16-0625,2016-12-19,, DOMESTIC,"According to the complainant, on 12-1-16 at 3:58pm, an off-duty officer assigned to the 12th District made a false police report against them.",2016-12-01,90817720.0,black,female,1200 12TH DISTRICT,Harassment,1,"16-0625,90817720.0,Harassment",False,False,False,male,black,46.0
3246,16-0625,2016-12-19,, DOMESTIC,"According to the complainant, on 12-1-16 at 3:58pm, an off-duty officer assigned to the 12th District made a false police report against them.",2016-12-01,90817720.0,black,female,1200 12TH DISTRICT,Departmental Violation,1,"16-0625,90817720.0,Departmental Violation",True,True,True,male,black,46.0
3247,16-0625,2016-12-19,, DOMESTIC,"According to the complainant, on 12-1-16 at 3:58pm, an off-duty officer assigned to the 12th District made a false police report against them.",2016-12-01,90817720.0,black,female,1200 12TH DISTRICT,Criminal Allegation,1,"16-0625,90817720.0,Criminal Allegation",False,False,False,male,black,46.0
3248,16-0626,2016-12-19,1600, UNPROFESSIONAL CONDUCT,"According to the complainant, on 12-8-16 at 2:02am, they were treated unprofessionally by an officer assigned to the 16th District.",2016-12-08,52637140.0,black,male,1600 16TH DISTRICT,Unprofessional Conduct,1,"16-0626,52637140.0,Unprofessional Conduct",False,False,False,male,black,
3249,16-0627,2016-12-19,3500, LACK OF SERVICE,"According to the complainant, on 12-8-16 at 7:15am, they did not receive proper service from and was harassed by officers assigned to the 35th District.",2016-12-08,31713678.0,white,male,3500 35TH DISTRICT,Lack of Service,1,"16-0627,31713678.0,Lack of Service",False,False,False,male,black,40.0
3250,16-0627,2016-12-19,3500, LACK OF SERVICE,"According to the complainant, on 12-8-16 at 7:15am, they did not receive proper service from and was harassed by officers assigned to the 35th District.",2016-12-08,31713678.0,white,male,3500 35TH DISTRICT,Verbal Abuse,1,"16-0627,31713678.0,Verbal Abuse",False,False,False,male,black,40.0
3251,16-0627,2016-12-19,3500, LACK OF SERVICE,"According to the complainant, on 12-8-16 at 7:15am, they did not receive proper service from and was harassed by officers assigned to the 35th District.",2016-12-08,40980302.0,black,male,3500 35TH DISTRICT,Lack of Service,1,"16-0627,40980302.0,Lack of Service",False,False,False,male,black,40.0
3253,16-0627,2016-12-19,3500, LACK OF SERVICE,"According to the complainant, on 12-8-16 at 7:15am, they did not receive proper service from and was harassed by officers assigned to the 35th District.",2016-12-08,96679784.0,asian,male,3500 35TH DISTRICT,Verbal Abuse,1,"16-0627,96679784.0,Verbal Abuse",False,False,False,male,black,40.0
3254,16-0627,2016-12-19,3500, LACK OF SERVICE,"According to the complainant, on 12-8-16 at 7:15am, they did not receive proper service from and was harassed by officers assigned to the 35th District.",2016-12-08,40980302.0,black,male,3500 35TH DISTRICT,Verbal Abuse,1,"16-0627,40980302.0,Verbal Abuse",False,False,False,male,black,40.0
3255,16-0627,2016-12-19,3500, LACK OF SERVICE,"According to the complainant, on 12-8-16 at 7:15am, they did not receive proper service from and was harassed by officers assigned to the 35th District.",2016-12-08,96679784.0,asian,male,3500 35TH DISTRICT,Lack of Service,1,"16-0627,96679784.0,Lack of Service",False,False,False,male,black,40.0
3256,16-0628,2016-12-19,600, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-7-16 at 10:19pm, proper police procedures were not followed by officers assigned to the 6th District.",2016-12-07,59805719.0,black,male,0600 06TH DISTRICT,Departmental Violation,2,"16-0628,59805719.0,Departmental Violation",True,False,True,male,asian,39.0
3258,16-0628,2016-12-19,600, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-7-16 at 10:19pm, proper police procedures were not followed by officers assigned to the 6th District.",2016-12-07,65283090.0,black,male,0600 06TH DISTRICT,Departmental Violation,2,"16-0628,65283090.0,Departmental Violation",True,False,True,male,asian,39.0
3260,16-0629,2016-12-19,1500, HARASSMENT,"According to the complainant, on 12-7-16 at 2:45pm, they were treated unprofessionally by an officer assigned to the Traffic Unit. This incident occurred in the confines of the 15th District.",2016-12-07,61186220.0,white,female,5200 TRAFFIC DISTRICT,Harassment,1,"16-0629,61186220.0,Harassment",False,False,False,female,black,47.0
3261,16-0629,2016-12-19,1500, HARASSMENT,"According to the complainant, on 12-7-16 at 2:45pm, they were treated unprofessionally by an officer assigned to the Traffic Unit. This incident occurred in the confines of the 15th District.",2016-12-07,61186220.0,white,female,5200 TRAFFIC DISTRICT,Departmental Violation,1,"16-0629,61186220.0,Departmental Violation",True,False,True,female,black,47.0
3263,16-0631,2016-12-19,, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-26-16, a video was submitted to the RTCC depicting an officer assigned to the 25th District, making hand gestures and sounds while a another officer is seen sleeping inside of a patrol car.",2016-11-26,66898424.0,black,male,2500 25TH DISTRICT,Departmental Violation,1,"16-0631,66898424.0,Departmental Violation",False,False,False,,,
3264,16-0631,2016-12-19,, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-26-16, a video was submitted to the RTCC depicting an officer assigned to the 25th District, making hand gestures and sounds while a another officer is seen sleeping inside of a patrol car.",2016-11-26,73012315.0,white,male,2500 25TH DISTRICT,Departmental Violation,1,"16-0631,73012315.0,Departmental Violation",True,True,True,,,
3267,16-0633,2016-12-19,700, UNPROFESSIONAL CONDUCT,"According to the complainant, on 12-4-16 at 4:40pm, a commander assigned to the 7th District conducted themselves unprofessionally during a vehicle investigation.",2016-12-04,62326051.0,black,male,0700 07TH DISTRICT,Unprofessional Conduct,1,"16-0633,62326051.0,Unprofessional Conduct",True,False,True,male,white,30.0
