,complaint_id,date_received,district_occurrence,general_cap_classification,summary,complainant_sex,complainant_race,complainant_age,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
3901,17-0128,2017-03-16,1400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-8-17 at 8:30pm, they were improperly searched and verbally abused by officers in the 14th District.",male,black,25.0,75248548.0,white,male,1400 14TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
3902,17-0129,2017-03-22,3500, PHYSICAL ABUSE,"According to the complainant, on 3-8-17 at 11:45pm, officers assigned to the 35th District, conducted themselves unprofessionally.",female,black,56.0,24119035.0,black,male,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
3903,17-0130,2017-04-13,2200, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 9-1-15, an officer, a detective and a sergeant, assigned to Special Victims, failed to conduct a proper investigation.",female,black,41.0,92917825.0,white,female,6702 SPECIAL VICTIMS UNI,No C.A.P. Investigation,Not Applicable,Not Applicable
3904,17-0130,2017-04-13,2200, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 9-1-15, an officer, a detective and a sergeant, assigned to Special Victims, failed to conduct a proper investigation.",female,black,41.0,25049096.0,white,female,6702 SPECIAL VICTIMS UNI,No C.A.P. Investigation,Not Applicable,Not Applicable
3905,17-0130,2017-04-13,2200, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 9-1-15, an officer, a detective and a sergeant, assigned to Special Victims, failed to conduct a proper investigation.",female,black,41.0,38400918.0,white,male,6702 SPECIAL VICTIMS UNI,No C.A.P. Investigation,Not Applicable,Not Applicable
3906,17-0131,2017-03-28,100, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-19-17 at 2:31am, they were treated unprofessionally and did not receive proper service from officers assigned to the 1st District.",male,white,26.0,84229356.0,black,female,0100 01ST DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
3907,17-0131,2017-03-28,100, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-19-17 at 2:31am, they were treated unprofessionally and did not receive proper service from officers assigned to the 1st District.",male,white,26.0,84229356.0,black,female,0100 01ST DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
3908,17-0131,2017-03-28,100, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-19-17 at 2:31am, they were treated unprofessionally and did not receive proper service from officers assigned to the 1st District.",male,white,26.0,29614602.0,black,female,4923 RADIO ROOM 3,Lack of Service,Sustained Finding,Training/Counseling
3909,17-0132,2017-03-24,1500, LACK OF SERVICE,"According to the complainants, on 3-20-17 at 12am, proper police procedures were not followed by officers assigned to the 15th District.",female,black,49.0,35552541.0,black,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
3910,17-0132,2017-03-24,1500, LACK OF SERVICE,"According to the complainants, on 3-20-17 at 12am, proper police procedures were not followed by officers assigned to the 15th District.",female,black,49.0,49914075.0,black,male,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
3911,17-0132,2017-03-24,1500, LACK OF SERVICE,"According to the complainants, on 3-20-17 at 12am, proper police procedures were not followed by officers assigned to the 15th District.",female,black,23.0,35552541.0,black,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
3912,17-0132,2017-03-24,1500, LACK OF SERVICE,"According to the complainants, on 3-20-17 at 12am, proper police procedures were not followed by officers assigned to the 15th District.",female,black,23.0,49914075.0,black,male,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
3913,17-0133,2017-03-24,1700, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-11-17 at 10:00am, they were physically abused, improperly searched and falsely arrested by officers assigned to the 17th District.",female,black,60.0,94469987.0,black,male,1700 17TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
3914,17-0133,2017-03-24,1700, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-11-17 at 10:00am, they were physically abused, improperly searched and falsely arrested by officers assigned to the 17th District.",female,black,60.0,94469987.0,black,male,1700 17TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
3915,17-0133,2017-03-24,1700, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-11-17 at 10:00am, they were physically abused, improperly searched and falsely arrested by officers assigned to the 17th District.",female,black,60.0,52451745.0,black,male,0100 01ST DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
3916,17-0133,2017-03-24,1700, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-11-17 at 10:00am, they were physically abused, improperly searched and falsely arrested by officers assigned to the 17th District.",female,black,60.0,52451745.0,black,male,0100 01ST DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
3917,17-0134,2017-03-24,2500, LACK OF SERVICE,"According to the complainant, on 3-8-17 at 9:30am, they were not provided proper service by an officer assigned to the 25th District.",male,latino,52.0,93357965.0,latino,female,2500 25TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
3918,17-0135,2017-03-30,600, CIVIL RIGHTS COMPLAINT,"According to the complaint, on 6-16-16 at 1:00pm, they were verbally abused and falsely issued a traffic citation by a sergeant assigned to the 6th District.",male,black,53.0,55706788.0,white,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
3919,17-0135,2017-03-30,600, CIVIL RIGHTS COMPLAINT,"According to the complaint, on 6-16-16 at 1:00pm, they were verbally abused and falsely issued a traffic citation by a sergeant assigned to the 6th District.",male,black,53.0,29725152.0,white,male,9800 INTERNAL AFFAIRS,Civil Rights Complaint,No Sustained Findings,Not Applicable
3920,17-0135,2017-03-30,600, CIVIL RIGHTS COMPLAINT,"According to the complaint, on 6-16-16 at 1:00pm, they were verbally abused and falsely issued a traffic citation by a sergeant assigned to the 6th District.",male,black,53.0,29643442.0,white,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
3921,17-0136,2017-03-28,1900, PHYSICAL ABUSE,"According to the complainant, on 3-20-17 at 8:00am, they were physically abused by an officer assigned to the 19th District.",female,black,29.0,81197816.0,black,male,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
3922,17-0136,2017-03-28,1900, PHYSICAL ABUSE,"According to the complainant, on 3-20-17 at 8:00am, they were physically abused by an officer assigned to the 19th District.",male,black,58.0,81197816.0,black,male,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
3923,17-0137,2017-04-03,2400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-19-17, proper police procedures were not followed by an officer assigned to the 24th District.",female,white,36.0,38917962.0,white,male,2400 24TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
3924,17-0138,2017-03-28,200, LACK OF SERVICE,"According to the complainant, on 11-25-16 at 11:30am, they did not receive proper service from a detective assigned to Northwest Detectives.",male,,54.0,39829999.0,black,female,6600 NORTHWEST DETECTIVE,Lack of Service,No Sustained Findings,Not Applicable
3925,17-0139,2017-04-17,200, CRIMINAL ALLEGATION,"According to the complainant, as of 3-18-17, they have not received proper service from a commander assigned to Internal Affairs.",male,black,50.0,62274209.0,white,male,9812 INTERNAL INVEST ADM,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
3926,17-0140,2017-03-28,2400, VERBAL ABUSE,"According to the complainant, on 3-2-17 at 4:30PM, officers assigned to Highway Patrol, verbally abused them and conducted themselves unprofessionally. This incident occurred in the confines of the 24th District.",male,black,39.0,82000162.0,white,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
3927,17-0141,2017-04-03,1500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-1-17, a detective, assigned to Major Crimes, misused their authority as a police officer. This incident occurred in the confines of the 15th District.",male,white,54.0,67980577.0,white,male,6002 MAJOR CRIMES UNIT,Investigation OnGoing,Pending,Pending
3928,17-0142,2017-04-03,100, DEPARTMENTAL VIOLATIONS,"According to the complaint, on 3-22-17 at 5:00pm, they were improperly stopped by officers assigned to the 1st District.",male,black,23.0,58245660.0,white,male,0100 01ST DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
3929,17-0143,2017-04-03,2500, PHYSICAL ABUSE,"According to the complaint, on 3-23-17 at 2:30am, they were physically and verbally abused by officers assigned to the 25th District.",male,black,23.0,96687852.0,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
3930,17-0143,2017-04-03,2500, PHYSICAL ABUSE,"According to the complaint, on 3-23-17 at 2:30am, they were physically and verbally abused by officers assigned to the 25th District.",male,black,23.0,96687852.0,white,male,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
3931,17-0143,2017-04-03,2500, PHYSICAL ABUSE,"According to the complaint, on 3-23-17 at 2:30am, they were physically and verbally abused by officers assigned to the 25th District.",male,black,23.0,30769540.0,white,male,2500 25TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
3932,17-0143,2017-04-03,2500, PHYSICAL ABUSE,"According to the complaint, on 3-23-17 at 2:30am, they were physically and verbally abused by officers assigned to the 25th District.",male,black,23.0,39736787.0,latino,male,1800 18TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
3933,17-0143,2017-04-03,2500, PHYSICAL ABUSE,"According to the complaint, on 3-23-17 at 2:30am, they were physically and verbally abused by officers assigned to the 25th District.",male,black,23.0,30769540.0,white,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
3934,17-0143,2017-04-03,2500, PHYSICAL ABUSE,"According to the complaint, on 3-23-17 at 2:30am, they were physically and verbally abused by officers assigned to the 25th District.",male,black,23.0,35483362.0,black,male,2500 25TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
3935,17-0143,2017-04-03,2500, PHYSICAL ABUSE,"According to the complaint, on 3-23-17 at 2:30am, they were physically and verbally abused by officers assigned to the 25th District.",male,black,23.0,35483362.0,black,male,2500 25TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
3936,17-0143,2017-04-03,2500, PHYSICAL ABUSE,"According to the complaint, on 3-23-17 at 2:30am, they were physically and verbally abused by officers assigned to the 25th District.",male,black,23.0,35483362.0,black,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
3937,17-0144,2017-04-21,1500, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 12-28-14, they were falsely arrested and not given proper service by a detective and a sergeant assigned to Northeast Detectives.",female,white,35.0,77723733.0,white,male,6400 NORTHEAST DET,No C.A.P. Investigation,Not Applicable,Not Applicable
3938,17-0144,2017-04-21,1500, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 12-28-14, they were falsely arrested and not given proper service by a detective and a sergeant assigned to Northeast Detectives.",female,white,35.0,60213243.0,black,male,6400 NORTHEAST DET,No C.A.P. Investigation,Not Applicable,Not Applicable
3939,17-0145,2017-04-03,1600, CRIMINAL ALLEGATION,"According to the complainant, on 3-24-17 at 3:25pm, they are missing property after being detained by unknown officers. This incident occurred in the confines of the 16th District.",male,black,30.0,,,,,Criminal Allegation,No Sustained Findings,Not Applicable
3940,17-0146,2017-04-03,1900, DEPARTMENTAL VIOLATIONS,"According to the complaint, on 3-25-17 at 10:00am, their personal property was damage during a vehicle investigation by an officer assigned to the 19th District. .",male,black,32.0,68026925.0,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
3941,17-0146,2017-04-03,1900, DEPARTMENTAL VIOLATIONS,"According to the complaint, on 3-25-17 at 10:00am, their personal property was damage during a vehicle investigation by an officer assigned to the 19th District. .",male,black,32.0,68026925.0,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
3942,17-0147,2017-04-03,300, PHYSICAL ABUSE,"According to the complainant, on 3-24-17 at 8:20pm, they were physically abused during their arrest by an officer assigned to the 3rd District.",male,white,53.0,44047548.0,latino,male,0300 03RD DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
3943,17-0148,2017-04-04,2500, PHYSICAL ABUSE,"According to the complainants, on 3-24-17 at 9:05pm, they were physically and verbally abused by officers assigned to Highway Patrol. This incident occurred in the confines of the 25th District.",male,black,31.0,99616739.0,latino,male,5300 HIGHWAY PATROL,Physical Abuse,No Sustained Findings,Not Applicable
3944,17-0148,2017-04-04,2500, PHYSICAL ABUSE,"According to the complainants, on 3-24-17 at 9:05pm, they were physically and verbally abused by officers assigned to Highway Patrol. This incident occurred in the confines of the 25th District.",male,black,31.0,90328485.0,white,male,5300 HIGHWAY PATROL,Physical Abuse,No Sustained Findings,Not Applicable
3945,17-0148,2017-04-04,2500, PHYSICAL ABUSE,"According to the complainants, on 3-24-17 at 9:05pm, they were physically and verbally abused by officers assigned to Highway Patrol. This incident occurred in the confines of the 25th District.",male,black,31.0,97662889.0,white,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
3946,17-0148,2017-04-04,2500, PHYSICAL ABUSE,"According to the complainants, on 3-24-17 at 9:05pm, they were physically and verbally abused by officers assigned to Highway Patrol. This incident occurred in the confines of the 25th District.",female,black,33.0,99616739.0,latino,male,5300 HIGHWAY PATROL,Physical Abuse,No Sustained Findings,Not Applicable
3947,17-0148,2017-04-04,2500, PHYSICAL ABUSE,"According to the complainants, on 3-24-17 at 9:05pm, they were physically and verbally abused by officers assigned to Highway Patrol. This incident occurred in the confines of the 25th District.",female,black,33.0,90328485.0,white,male,5300 HIGHWAY PATROL,Physical Abuse,No Sustained Findings,Not Applicable
3948,17-0148,2017-04-04,2500, PHYSICAL ABUSE,"According to the complainants, on 3-24-17 at 9:05pm, they were physically and verbally abused by officers assigned to Highway Patrol. This incident occurred in the confines of the 25th District.",female,black,33.0,97662889.0,white,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
3949,17-0149,2017-04-04,500, VERBAL ABUSE,"According to the complainant, on 3-28-17, at 4:50pm, they were they were treated unprofessionally by a sergeant assigned to the 5th District.",female,black,45.0,91758424.0,black,male,0500 05TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
3950,17-0150,2017-04-10,1900, LACK OF SERVICE,"According to the complaint, on 3-19-17 at 3:05pm, they did not receive proper service from an officer assigned to the 19th District.",female,black,35.0,29311792.0,black,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
3951,17-0151,2017-04-05,200, LACK OF SERVICE,"According to the complainant, on 2-19-17 at 4:15pm, they did not receive proper service from a officer assigned to the 2nd District.",female,black,40.0,17148210.0,white,female,0200 02ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
3952,17-0152,2017-04-04,600, VERBAL ABUSE,"According to the complainant, on 3-23-17 at 9:25am, they were verbally abused by a lieutenant assigned to Homicide.",female,black,47.0,94487153.0,white,male,6003 HOMICIDE UNIT,Verbal Abuse,No Sustained Findings,Not Applicable
3953,17-0153,2017-04-10,2400, VERBAL ABUSE,"According to the complainant, on 3-29-17 at 4:30pm, they were treated unprofessionally, verbally abused and not provided proper service during the investigation of an auto accident by an officer assigned to the 24th District.",female,black,44.0,57842599.0,white,male,2400 24TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
3954,17-0154,2017-04-10,2400, LACK OF SERVICE,"According to the complainant, on 3-22-17 at 4:30pm, they did not receive proper service from officers assigned to the 24th District.",male,white,46.0,77145921.0,asian,male,2400 24TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
3955,17-0154,2017-04-10,2400, LACK OF SERVICE,"According to the complainant, on 3-22-17 at 4:30pm, they did not receive proper service from officers assigned to the 24th District.",male,white,46.0,20068170.0,black,male,2400 24TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
3956,17-0155,2017-04-21,, NON-INVESTIGATORY INCIDENT,"According to the complainant, from 4-2-13 through 10-4-13, they were falsely detained in four different Philadelphia prisons by unknown officers.",male,black,53.0,54357187.0,black,male,1200 12TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
3957,17-0155,2017-04-21,, NON-INVESTIGATORY INCIDENT,"According to the complainant, from 4-2-13 through 10-4-13, they were falsely detained in four different Philadelphia prisons by unknown officers.",male,black,53.0,44702779.0,black,male,1200 12TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
3958,17-0156,2017-04-21,700, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 1-28-17, they were falsely arrested by an officer assigned to the 7th District.",male,white,42.0,31243669.0,white,female,0700 07TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
3959,17-0157,2017-04-10,1500, LACK OF SERVICE,"According to the complainant, on 3-23-17, they were treated unprofessionally by an officer assigned to the 2nd District.",male,black,40.0,52511484.0,white,male,0200 02ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
3960,17-0158,2017-04-10,1400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-28-17 at 11:02pm, their vehicle was improperly searched by officers assigned to the 14th District.",male,black,33.0,55958959.0,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
3961,17-0158,2017-04-10,1400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-28-17 at 11:02pm, their vehicle was improperly searched by officers assigned to the 14th District.",male,black,33.0,85892068.0,black,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
3962,17-0159,2017-04-21,1200, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 4-3-17 at 8:41am, they were harassed by an officer assigned to the 18th District.",male,black,30.0,47878343.0,black,male,1800 18TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
3963,17-0160,2017-04-10,2400, PHYSICAL ABUSE,"According to the complainant, on 4-1-17 at 1:30am, they were physically and verbally abused and treated unprofessionally by officers and a supervisor assigned to the 24th District.",male,latino,21.0,55333768.0,white,male,2400 24TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
3964,17-0160,2017-04-10,2400, PHYSICAL ABUSE,"According to the complainant, on 4-1-17 at 1:30am, they were physically and verbally abused and treated unprofessionally by officers and a supervisor assigned to the 24th District.",male,latino,21.0,50527765.0,latino,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
3965,17-0160,2017-04-10,2400, PHYSICAL ABUSE,"According to the complainant, on 4-1-17 at 1:30am, they were physically and verbally abused and treated unprofessionally by officers and a supervisor assigned to the 24th District.",male,latino,21.0,50527765.0,latino,male,2400 24TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
3966,17-0160,2017-04-10,2400, PHYSICAL ABUSE,"According to the complainant, on 4-1-17 at 1:30am, they were physically and verbally abused and treated unprofessionally by officers and a supervisor assigned to the 24th District.",male,latino,21.0,55333768.0,white,male,2400 24TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
3967,17-0160,2017-04-10,2400, PHYSICAL ABUSE,"According to the complainant, on 4-1-17 at 1:30am, they were physically and verbally abused and treated unprofessionally by officers and a supervisor assigned to the 24th District.",male,latino,21.0,33029634.0,white,male,2400 24TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
3968,17-0161,2017-04-11,300, VERBAL ABUSE,"According to the complainant, on 4-2-17, they were treated unprofessionally by an officer assigned to the 3rd District.",male,black,30.0,76405717.0,latino,male,0300 03RD DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
3969,17-0162,2017-04-11,3500, LACK OF SERVICE,"According to the complainant, on 4-1-17 at 6:04pm, they did not receive proper service from officers assigned to the 35th District.",female,asian,35.0,23599759.0,white,female,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
3970,17-0162,2017-04-11,3500, LACK OF SERVICE,"According to the complainant, on 4-1-17 at 6:04pm, they did not receive proper service from officers assigned to the 35th District.",female,asian,35.0,20194856.0,black,male,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
3971,17-0163,2017-04-11,3500, PHYSICAL ABUSE,"According to the complainant, on 4-3-17 at 6:25pm, they were physically abused by officers assigned to the 35th District.",female,black,26.0,88441240.0,black,female,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
3972,17-0163,2017-04-11,3500, PHYSICAL ABUSE,"According to the complainant, on 4-3-17 at 6:25pm, they were physically abused by officers assigned to the 35th District.",female,black,26.0,88441240.0,black,female,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
3973,17-0163,2017-04-11,3500, PHYSICAL ABUSE,"According to the complainant, on 4-3-17 at 6:25pm, they were physically abused by officers assigned to the 35th District.",female,black,26.0,61363717.0,black,female,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
3974,17-0163,2017-04-11,3500, PHYSICAL ABUSE,"According to the complainant, on 4-3-17 at 6:25pm, they were physically abused by officers assigned to the 35th District.",female,black,26.0,61363717.0,black,female,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
3975,17-0164,2017-04-11,1800, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-5-17 at 5:10pm, they were treated unprofessionally by unidentified officers in the 18th District.",male,black,47.0,65179407.0,white,male,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
3976,17-0164,2017-04-11,1800, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-5-17 at 5:10pm, they were treated unprofessionally by unidentified officers in the 18th District.",male,black,47.0,82432233.0,white,male,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
3977,17-0164,2017-04-11,1800, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-5-17 at 5:10pm, they were treated unprofessionally by unidentified officers in the 18th District.",male,black,47.0,82432233.0,white,male,1800 18TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
3978,17-0164,2017-04-11,1800, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-5-17 at 5:10pm, they were treated unprofessionally by unidentified officers in the 18th District.",male,black,47.0,65179407.0,white,male,1800 18TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
3979,17-0165,2017-04-11,1200, LACK OF SERVICE,"According to the complainants, on 4-4-17 at 2:30pm, they did not receive proper service from officers assigned to the 12th District.",female,black,,82932969.0,black,female,1200 12TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
3980,17-0165,2017-04-11,1200, LACK OF SERVICE,"According to the complainants, on 4-4-17 at 2:30pm, they did not receive proper service from officers assigned to the 12th District.",female,black,40.0,82932969.0,black,female,1200 12TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
3981,17-0166,2017-04-19,1400, VERBAL ABUSE,"According to the complainant, on 4-5-17 at 1:30pm, they were verbally abused by a corporal assigned to the 3rd District.",female,black,46.0,81628343.0,white,male,0300 03RD DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
3982,17-0167,2017-04-19,1400, PHYSICAL ABUSE,"According to the complainant, on 4-5-17 at 8:30pm, their family member was physically abused by officers assigned to the 14th District.",male,black,25.0,47524892.0,white,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
3983,17-0167,2017-04-19,1400, PHYSICAL ABUSE,"According to the complainant, on 4-5-17 at 8:30pm, their family member was physically abused by officers assigned to the 14th District.",male,black,25.0,40251428.0,white,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
3984,17-0167,2017-04-19,1400, PHYSICAL ABUSE,"According to the complainant, on 4-5-17 at 8:30pm, their family member was physically abused by officers assigned to the 14th District.",male,black,25.0,88843271.0,white,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
3985,17-0167,2017-04-19,1400, PHYSICAL ABUSE,"According to the complainant, on 4-5-17 at 8:30pm, their family member was physically abused by officers assigned to the 14th District.",female,black,46.0,47524892.0,white,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
3986,17-0167,2017-04-19,1400, PHYSICAL ABUSE,"According to the complainant, on 4-5-17 at 8:30pm, their family member was physically abused by officers assigned to the 14th District.",female,black,46.0,40251428.0,white,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
3987,17-0167,2017-04-19,1400, PHYSICAL ABUSE,"According to the complainant, on 4-5-17 at 8:30pm, their family member was physically abused by officers assigned to the 14th District.",female,black,46.0,88843271.0,white,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
3988,17-0168,2017-04-28,, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-28-17, officers assigned to the 14th District falsified official documentation.",male,black,33.0,55958959.0,white,male,1400 14TH DISTRICT,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
3989,17-0168,2017-04-28,, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-28-17, officers assigned to the 14th District falsified official documentation.",male,black,33.0,85892068.0,black,male,1400 14TH DISTRICT,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
3990,17-0169,2017-04-19,1900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-8-17 at 1:09am, an officer and sergeant assigned to the 19th District conducted themselves unprofessionally.",male,black,49.0,87629625.0,white,male,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
3991,17-0169,2017-04-19,1900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-8-17 at 1:09am, an officer and sergeant assigned to the 19th District conducted themselves unprofessionally.",male,black,49.0,91626245.0,white,male,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
3992,17-0170,2017-05-01,1800, DEPARTMENTAL VIOLATIONS,"According to the complaint, on 4-8-17 at 9:30pm, they were falsely arrested and harassed by officers assigned to the 18th District.",female,black,35.0,37328035.0,black,female,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
3993,17-0170,2017-05-01,1800, DEPARTMENTAL VIOLATIONS,"According to the complaint, on 4-8-17 at 9:30pm, they were falsely arrested and harassed by officers assigned to the 18th District.",female,black,35.0,32754632.0,black,male,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
3994,17-0171,2017-04-20,1500, LACK OF SERVICE,"According to the complainant, on 3-20-17 at 6:00pm, they were treated unprofessionally and did not receive proper service from an unidentified 911 call taker.",female,white,47.0,80059015.0,black,female,4922 RADIO ROOM,Unprofessional Conduct,Sustained Finding,No Guilty Findings
3995,17-0172,2017-04-20,1400, LACK OF SERVICE,"According to the complainant, on 4-7-17 at 9:35am, they were treated unprofessionally and did not receive proper service from an officer assigned to the 14th District.",female,black,61.0,97734472.0,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
3996,17-0172,2017-04-20,1400, LACK OF SERVICE,"According to the complainant, on 4-7-17 at 9:35am, they were treated unprofessionally and did not receive proper service from an officer assigned to the 14th District.",female,black,61.0,97734472.0,white,male,1400 14TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
3997,17-0173,2017-04-21,2400, LACK OF SERVICE,"According to the complainant, on 4-4-17 at 6:00pm, their family member did not receive proper service and were treated unprofessionally by officers assigned to the 24th District.",female,black,44.0,31833497.0,white,male,2400 24TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
3998,17-0173,2017-04-21,2400, LACK OF SERVICE,"According to the complainant, on 4-4-17 at 6:00pm, their family member did not receive proper service and were treated unprofessionally by officers assigned to the 24th District.",female,black,44.0,16842138.0,white,male,2400 24TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
3999,17-0173,2017-04-21,2400, LACK OF SERVICE,"According to the complainant, on 4-4-17 at 6:00pm, their family member did not receive proper service and were treated unprofessionally by officers assigned to the 24th District.",female,black,17.0,31833497.0,white,male,2400 24TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
